,Unnamed: 0.1,second,frame,brightness_mean,brightness_max,brightness_min,saturation_mean,texture,contrast,color_entropy,loudness,chroma_0,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,spectral_centroid,spectral_rolloff,zero_crossing_rate,Unnamed: 0,anger,joy,disgust,fear,sadness,sentiment,content,sentiment_count_product,bvid,cid,view,reply,favorite,coin,share,like,order_pubdate,duration,danmuku_amount
loudness,0.013489795071770892,-0.125711051288108,-0.12780590920622759,-0.010139162758396951,-0.0029800156310136982,0.004347116866050855,0.031102966905936526,-0.006770241169437176,-0.008033278969136337,-0.05319812175920921,1.0,-0.09203812873872086,-0.09080910356770854,-0.08955363759906951,-0.09335521505349043,-0.10280913922371446,-0.11435299488041183,-0.09587513796481127,-0.09024356484606912,-0.08657452302349697,-0.08592441473706494,-0.08277950169278442,-0.0884808637881237,0.7612774749192416,0.693675765902008,0.024889324317907965,-0.21048837662492587,0.36526482078513595,-0.27477607665100073,0.4385121981339229,-0.2429380302663723,0.038861553229599465,-0.1739088133412147,0.1235349678627369,-0.21792188374987237,0.13868264116831516,-0.2916024548364686,0.006294604410771712,-0.03679062839293555,-0.10622729034859732,-0.06884564099549537,-0.07143306257598497,-0.11684473105715064,-0.17090904017763986,-0.11398298691374416,-0.1542450087028003,-0.12453240261065511,-0.003772163542246987,0.003277737961272492,-0.0041785498065871245,-0.007531568224494587,0.0037835221282203533,0.029519669397292315,0.001536266106072059,0.012328859829414828,0.004865965698659682,0.009258828209634059,0.02137318908597779,1.6277381611772933e-05,0.12046899555379888,-0.0018012544515581153,0.08387387865110028,0.06501609468879291,0.009197377453133652,-0.1684201377976615,-0.11587221995162589
chroma_0,0.001686551180024802,0.03641651253915771,0.03664264468782428,0.006108917690696575,-0.0011290236394353732,-0.0015504717229137392,-0.020846065980767468,-0.0012161911510026862,0.0024740442378745845,-0.003186685956357077,-0.09203812873872086,1.0,0.7592666119465595,0.4319837408294297,0.22604454329204163,0.11315006501783503,0.052523831492751895,0.026280113877689845,0.04466742339637875,0.09417591866311942,0.19900868899281018,0.42091125458039996,0.769284659959925,-0.06972532716458352,-0.10836074756399922,-0.009407735899355318,0.12870648346973346,0.05636399882850193,0.106712262217102,0.055560706926758394,0.17587189718064114,0.13041677246132086,0.18184049560921095,0.03973901628336255,0.09579224675940297,0.01747768459374128,0.16643455961267575,0.12237803792750233,0.1810651742235903,0.08181534806526011,0.13196251290761077,0.03674593810484616,0.061304461995870245,-0.030613404735062875,-0.005883738450407665,-0.05672896598928299,0.03642501829735489,0.00016724466588950628,-0.00832470903727154,-0.005139377813910192,0.00014145943215144657,-0.005369678486866213,-0.014011517456240304,-0.004675203811503417,-0.009500985608932274,-0.004965622342801311,0.00753405485525984,-0.0008075294143605242,0.009704134793139607,-0.007877088561212362,0.010513783960896635,-2.2529515768762288e-05,-0.00935798530100511,0.007740953477818145,0.04278314628757709,0.03030202090192421
chroma_1,0.0033843613562635007,0.04168432093553035,0.04160518498076597,0.004832536121143338,-0.002197995633523079,0.001036518432320909,-0.022637900863090095,-0.0010935937802133296,-0.0008117963712019743,-0.005833326820911,-0.09080910356770855,0.7592666119465594,1.0,0.778843249628474,0.44822863774832256,0.216303479168284,0.11342267296656547,0.06816066846697534,0.04848806351301123,0.06777322277433898,0.11587083820084966,0.22180949703806274,0.4375987261805807,-0.07086958534265504,-0.11376140324884865,-0.007969407695874071,0.1306017245459494,0.05370914564787286,0.10179649984756685,0.04489654883970419,0.16229933426322055,0.12477436053410339,0.17948095302378828,0.02984389864684343,0.10385936598088993,0.057898009960160514,0.21304114900949528,0.1480771426238933,0.1936005114381766,0.080416030932629,0.12369130987735488,0.024820577506213113,0.0593759113292974,-0.024685002215064405,0.003802935274960724,-0.05671066895020355,0.04220495942594847,-0.0011826620900793113,-0.009019173968058984,-0.005479601331852359,0.0010588988778891587,-0.004845437432604602,-0.0128414405108196,-0.0028710010057200696,-0.00710588317106629,-0.009009526904383338,0.006044310594394548,-0.0017730733598318067,0.010462227459856204,-0.007995210060933039,0.014125187136722077,0.00014193235686388393,-0.009117119644147903,0.00614741218543011,0.049511472360274526,0.03654215719274987
chroma_2,0.003761326142859597,0.040146611142756146,0.04028760409310484,0.003296367145751436,-0.004421528590596873,0.003190881477179686,-0.019333010097654223,-0.0005501145627843899,-0.005312577854127148,-0.006692589287667992,-0.08955363759906951,0.4319837408294297,0.7788432496284738,1.0,0.783519155558784,0.41503238995563735,0.2202705409750272,0.13021116852142336,0.0797308626342973,0.05642848367965509,0.07196338769532823,0.11894704749793372,0.23360227277373266,-0.06889954589521083,-0.12264286065563798,-0.011927190340039447,0.12074264842516436,0.050930584317071426,0.0874168741882915,0.03202424500993786,0.1448756222654519,0.1258472674113969,0.1686391765038043,0.023280156702614574,0.11743323928760403,0.104436403438966,0.2476631499212758,0.1615341538097954,0.19349340219022054,0.0757845663217085,0.11664003606999815,0.019542916438324304,0.07002537603223798,-0.01379675469519316,0.00832367911590496,-0.04977588337214808,0.04079478765217036,-0.0012111123654845468,-0.008370922202979116,-0.007267757208208532,0.003366066349987818,-0.00457188949622908,-0.011796972238870834,-0.00033702398973044727,-0.004327594671807355,-0.010322159661515135,0.004621094821301291,0.0001315266851423128,0.010295543552470197,-0.003658601967029131,0.012884521998065519,0.0019098129363336487,-0.008940526858847721,0.004620224508776328,0.048055471713325686,0.03336809600345102
chroma_3,4.31439396084116e-06,0.04056245700474997,0.04094762587684277,0.0033052363664167316,-0.004962164339006967,0.0032179788077190425,-0.02118276330045262,-2.6495297038712003e-05,-0.006707089828633435,-0.003437251673798631,-0.09335521505349043,0.22604454329204166,0.4482286377483225,0.7835191555587839,1.0,0.7337371063287992,0.4034227804322231,0.2354266428344375,0.1405622848745217,0.077420101807583,0.053799134671526076,0.07188484466220599,0.12188601334438799,-0.07212879339880235,-0.12973811842977273,-0.019163084880725868,0.10889029070293568,0.044915162089111296,0.07989471191587912,0.02252814152570949,0.14126774262152222,0.1314875452630058,0.16483030035580679,0.027184539824034473,0.1413797394460672,0.14313555726530655,0.25962221387476453,0.14980710230310915,0.17380659294086911,0.061308234691316486,0.10870201197396663,0.02339608155522617,0.08928202673708084,-0.009364573275255077,0.007971174648427334,-0.049159882873066885,0.040651561805389674,-0.0023638675301753003,-0.0070704656139554765,-0.008071355740418788,0.004022409735125044,-0.0036504743635106624,-0.011989153473059656,0.0007830658243648456,-0.0031990313319421914,-0.012819992358555053,0.0029783308318804304,-0.0012125372533886303,0.0072765951107932126,-0.005775802305642356,0.01220297563644129,-0.0024958213461831226,-0.010589008097373117,0.0028902388286347184,0.04839230897658382,0.031647758292674216
chroma_4,0.0015513759448734382,0.03709078651364754,0.03803601501748842,0.0052929335365645485,-0.006488486078300679,0.0054153609708546945,-0.018882562897333262,0.002316747264985698,-0.00896322401511234,-0.002098761752518701,-0.10280913922371446,0.11315006501783503,0.21630347916828396,0.4150323899556374,0.7337371063287992,0.9999999999999998,0.7307221806529492,0.3871355524212437,0.23418732490076824,0.12302813076199284,0.05649602254276416,0.03975157970244817,0.05893263030949542,-0.08448905998495371,-0.15219124090658728,-0.011781008119464701,0.09999210179699615,0.040539844357542605,0.06340944650178565,0.02173576969886439,0.1304705261847534,0.15499910553229862,0.16058153485486457,0.04890269079151147,0.16404785189574023,0.18314630404315152,0.24968234397903066,0.14134748954437973,0.14106755785078978,0.06054182655679575,0.10097230793273894,0.044699542862278306,0.10143995228803937,0.056366860990267616,0.049144531982118406,0.01574718535918366,0.03496524194727789,-0.002066845845277526,-0.00649697701247114,-0.0074259711651395695,0.005305962068805202,-0.0009762920994146907,-0.008444661547371158,-0.0009698229036975885,-0.0030568386018273927,-0.012302230153527412,0.00035820511136502414,-0.006324711160213721,0.007302040502982547,-0.003924030763563272,0.004979953666797449,-6.913465257972057e-05,-0.01723709892367814,0.00015154524649110482,0.041735337328363015,0.02054758175063787
chroma_5,0.003624354541790573,0.03740791606829881,0.03878420924498521,0.008987779952364114,-0.010412295204333386,0.006822331551055734,-0.01813857100102677,-0.00023044438607740928,-0.008282403375062456,0.002477943651419885,-0.11435299488041183,0.052523831492751895,0.11342267296656547,0.2202705409750272,0.4034227804322231,0.7307221806529491,1.0,0.6702311499609216,0.39121455496806695,0.21040260844626113,0.09683379115580867,0.042361027627839457,0.022375439362644314,-0.1085181199869994,-0.18417318278988012,0.003183117824281935,0.10741482592696622,0.03605702613626155,0.06786004992156729,0.021235275449489267,0.14294723147530097,0.18412167048993888,0.17178550348162797,0.08760898681474394,0.1944086903347607,0.20858881320853953,0.23879204604375504,0.13500593620276347,0.11818956964038493,0.07951861959290311,0.10413616713557836,0.081537211378016,0.12284395572366841,0.12264990060198973,0.10240467343709549,0.08388611787445814,0.03410970648489337,0.0004672524690565784,-0.004277348908787521,-0.003597865810238277,0.007076834756883056,0.0029068626820207078,-0.007185624199622874,0.002543771767545858,0.0010472034767981574,-0.01031931299337717,0.004269899939950092,-0.0035533206783457403,0.012162683914261703,0.0014914452432256582,0.006303395490260373,0.004620153873913367,-0.01666849225250887,0.0038952890822718652,0.04343241206266335,0.01925280419173029
chroma_6,-0.003328490545384066,0.03952308448986558,0.03772711852520918,-0.0025031904741563975,-0.016965672228638908,0.013555812152940685,-0.015093497764220146,0.0003227649820779802,-0.011785389616040306,-0.025790808459976954,-0.09587513796481127,0.026280113877689845,0.06816066846697534,0.13021116852142334,0.23542664283443748,0.3871355524212437,0.6702311499609216,0.9999999999999998,0.7406281762967162,0.40017517842617684,0.2077883612472007,0.09328415987719936,0.03472703240416851,-0.09002993193888112,-0.13868004552003593,-0.0030761102063284205,0.09355130584753883,0.0344717547904585,0.06480116262136024,0.024217173742036555,0.1588802186438591,0.1828497151623536,0.17662801754125862,0.12061097004507217,0.18122146625089425,0.20664122859828055,0.18776916641421637,0.09622587398576578,0.10327467538471993,0.07518067336605147,0.10057261483110266,0.10795048959982481,0.12996178673549452,0.09592903338307608,0.15679348793252748,0.045923671947122054,0.038145226120833625,-0.004521192836285245,-0.0027391388396818283,-0.007571807997737412,-0.0027632207725608897,-0.002870252348565244,1.632831673645046e-05,-5.867607658859369e-05,0.00040886675398847883,-0.005754935294214336,-0.010197857975551002,-0.0011536282293224545,0.006890296487910129,0.024579604483266276,0.040609214523470556,0.019651037872838163,0.004977111874670032,-0.00994346608958492,0.04124749211741623,0.03235856129257518
chroma_7,0.0002280976418064499,0.03362896190783717,0.032966284293549634,0.002733899096584848,-0.002604578159916911,0.00254559870214973,-0.01925210308628512,-0.0009746073359585094,-0.0019392374157371148,-0.011045552761990235,-0.0902435648460691,0.04466742339637874,0.04848806351301123,0.07973086263429728,0.14056228487452171,0.2341873249007682,0.3912145549680669,0.7406281762967162,1.0,0.7394379802433493,0.4080937569847172,0.2051766648621002,0.08995286034978789,-0.06918767340916579,-0.11976122945950331,-0.030466643043284582,0.08716460274549169,0.027953872670581806,0.06447579061565675,0.03266492532633969,0.17908669918363393,0.1634618584165848,0.19809971719520092,0.11597119509086502,0.21469837567456646,0.1458302851301367,0.15910943962909171,0.04268908884372775,0.10352615647787465,0.04759739900956173,0.12679601104852287,0.09419722086203405,0.1730972429515908,-0.007332904936950491,0.031963079124365856,-0.0470430932037017,0.03244290548220992,-0.0006171027426509062,-0.0033342346953778527,-0.006503025553090565,-0.00021450171780691612,-0.003133487790935928,-0.010065655065524601,-0.00018610293419685475,-0.0034079514075881713,-0.007803062621469317,-0.0007200815501892899,0.005796691353299205,0.00747578077369579,0.00231153511781856,0.01707037462051817,0.0034074128805895486,-0.006840182203019847,-0.0006103325059178016,0.03446435585083618,0.025829367505358334
chroma_8,0.0005550629438128259,0.035574655184784,0.03533624824545147,0.005158303462997725,0.003854149413161378,-0.0017235554816230078,-0.02280612877814813,-0.0013833578361764538,-0.0005000251691473298,-0.00997211286064005,-0.08657452302349698,0.09417591866311943,0.06777322277433898,0.056428483679655084,0.07742010180758302,0.12302813076199283,0.2104026084462611,0.4001751784261768,0.7394379802433493,1.0,0.7734582056469352,0.4370745985566616,0.21920062241458468,-0.06216362659765852,-0.11275731083277797,-0.04019659626884894,0.0903905782246721,0.031149248588061087,0.07616986161061019,0.051556224436461774,0.20617688039099502,0.1666212056708665,0.21661611434359695,0.11759086326498808,0.21339506978893547,0.0898132072403475,0.1254275807503801,0.016486329589429336,0.10928749928410915,0.042664917728689564,0.14131397630962303,0.09120991462067737,0.18019294782166365,-0.043789142601989926,-0.01308746886564707,-0.07848455012261069,0.03507176710587555,0.0006857872720228813,-0.0061192982400047015,-0.007178882839351623,0.0004261502346318063,-0.0036159391468411906,-0.015127244213999734,0.0006060243198278205,-0.004497961794754064,-0.00885631602337969,0.004640053883181245,0.009563103607436311,0.010701424136551126,-0.0042541516668884805,0.0145811931149805,-0.0008395319153706329,-0.006223532956960318,0.004719733698120939,0.038218089551525156,0.029657362612397185
