frame,brightness_mean,brightness_max,brightness_min,saturation_mean,texture,contrast,color_entropy
72,104.55053385416667,255,0,99.02193142361111,-0.0010112847222222222,58.19730055736189,23.184456
73,105.01087962962963,255,0,98.12613715277777,-0.002712673611111111,58.73289903906378,23.181578
74,105.06504340277777,255,0,98.02962673611111,-0.0022395833333333334,58.726399217400285,23.178432
75,104.85372829861112,255,0,98.34144097222222,-0.0009157986111111112,58.719115065981235,23.179893
76,104.59615306712963,255,0,98.71870659722222,-0.0020616319444444445,58.7643236131185,23.188896
77,104.57251157407407,255,0,98.61038628472222,-0.0036979166666666666,58.667843972108784,23.185946
78,104.503515625,255,0,98.63618923611111,-0.004839409722222222,58.68206649895401,23.193626
79,104.45919415509259,255,0,98.51141493055556,-0.0064670138888888885,58.59102861303458,23.196405
80,104.50796730324075,255,0,98.51735677083333,-0.0069097222222222225,58.66308701766454,23.20738
81,104.66342737268519,255,0,98.26723524305555,-0.006857638888888889,58.57501344901648,23.202202
82,104.77205439814814,255,0,98.13134114583333,-0.007035590277777778,58.536460618135315,23.207598
83,104.91943576388888,255,0,97.97030381944444,-0.0051953125,58.44849720529421,23.204605
84,104.95655960648148,255,0,97.98291666666667,-0.005134548611111111,58.40629646128049,23.208376
85,105.24202256944444,255,0,97.67885850694445,-0.0036979166666666666,58.209521897619176,23.207119
86,105.39652054398148,255,0,97.60280381944445,-0.0040625,58.16897980176331,23.213188
87,105.5942578125,255,0,97.47349392361112,-0.0035243055555555557,58.160317299795445,23.219807
88,105.69607494212963,255,0,97.43290364583333,-0.0027256944444444446,58.196886903541476,23.22791
89,105.92267939814815,255,0,97.24130208333334,0.00036024305555555554,58.103413708383776,23.22564
90,105.94171440972222,255,0,97.1626171875,0.0025043402777777776,58.04693425500346,23.225803
91,106.21250578703703,255,0,96.94480034722223,0.006063368055555555,58.08007771477172,23.22717
92,106.34139612268518,255,0,96.89533420138889,0.007816840277777778,58.12395265483084,23.234001
93,106.56376302083333,255,0,96.71471354166667,0.006449652777777778,58.08996576325849,23.231483
94,106.6321267361111,255,0,96.69148003472222,0.007473958333333333,58.097737527753196,23.231342
95,106.67925925925925,255,0,96.78720052083334,0.004192708333333333,58.1830770014264,23.237013
96,106.61148582175926,255,0,96.81224826388889,0.0022786458333333335,58.25344918622053,23.246157
97,106.71682725694444,255,0,96.73099392361111,-0.0018012152777777779,58.27749277234494,23.242138
98,106.71545717592592,255,0,96.58161024305555,-0.005768229166666666,58.214270766927015,23.244423
99,106.77599392361111,255,0,96.53489149305555,-0.010186631944444444,58.284702425018246,23.245232
100,106.81146990740741,255,0,96.46082465277777,-0.0106640625,58.30041599003066,23.250889
101,106.88560329861112,255,0,96.38217447916666,-0.009769965277777778,58.27582521222986,23.243725
102,106.90884259259259,255,0,96.43077690972223,-0.0052430555555555555,58.34742021745424,23.24657
103,106.99315104166666,255,0,96.44203993055555,-0.0022222222222222222,58.394780832732735,23.24945
104,106.94923177083334,255,0,96.52292100694444,-0.001171875,58.455884899745676,23.25508
105,107.00095052083333,255,0,96.50423177083333,-0.001328125,58.45537260527973,23.244877
106,106.97903935185185,255,0,96.60986545138888,-0.0013715277777777777,58.494330683947275,23.247955
107,106.96206597222222,255,0,96.79131076388889,-0.0004123263888888889,58.61073613160254,23.24945
108,106.9106105324074,255,0,96.86629774305555,-0.00024739583333333335,58.62504815260885,23.256752
109,106.90505208333333,255,0,97.0700564236111,-0.0021571180555555554,58.73558784655146,23.251305
110,106.82973668981481,255,0,97.22351128472222,-0.002521701388888889,58.72774389755479,23.25657
111,106.78766782407408,255,0,97.36294270833334,-0.002677951388888889,58.76247326765804,23.256023
112,106.70446614583334,255,0,97.56355902777777,-0.003715277777777778,58.85614806362334,23.26882
113,106.79070891203703,255,0,97.54664496527778,-0.0026822916666666666,58.87534252130605,23.263525
114,106.75189525462963,255,0,97.64743055555556,-0.00203125,58.88321706953104,23.265871
115,106.70939380787037,255,0,97.80148003472222,-0.0018315972222222223,58.92155108371231,23.2646
116,106.61175202546296,255,0,98.00438802083333,-0.002248263888888889,58.97152301128671,23.273792
117,106.62818287037037,255,0,97.9637717013889,-0.0014626736111111112,58.98995988744176,23.26963
118,106.54897135416667,255,0,98.0165234375,-0.006375868055555556,59.02659166373597,23.276821
119,106.38352719907408,255,0,98.10760850694444,-0.00822482638888889,59.003658245064095,23.273064
120,106.24947482638889,255,0,98.18140625,-0.010394965277777777,59.00612030132951,23.277885
121,106.19644386574075,255,0,98.14859375,-0.007278645833333333,58.93545618927645,23.26802
122,106.102890625,255,0,98.18990885416666,0.00012586805555555555,58.98186762380528,23.273026
123,106.18962239583334,255,0,98.10796875,0.006636284722222222,59.1211510451947,23.271767
124,106.1534230324074,255,0,98.12148003472223,0.019166666666666665,59.2403022360363,23.279465
125,106.16273582175926,255,0,98.03231770833334,0.021983506944444446,59.29215805677884,23.270773
126,105.99277633101852,255,0,98.2399609375,0.010182291666666666,59.37402674395221,23.277138
127,105.94647858796296,255,0,98.31354600694445,0.004874131944444445,59.47259788065372,23.277992
128,105.82916811342592,255,0,98.43292100694444,0.012009548611111111,59.566429944512876,23.284515
129,105.83644965277777,255,0,98.36921006944445,0.007508680555555556,59.53184580965416,23.276646
130,105.73916087962964,255,0,98.41285590277778,0.0014322916666666666,59.53907150187411,23.276882
131,105.60864583333333,255,0,98.54432725694444,0.0024913194444444444,59.57250425298512,23.279102
132,105.599296875,255,0,98.53303385416666,0.001388888888888889,59.53437966154508,23.27511
133,105.49849971064815,255,0,98.75627604166667,0.002699652777777778,59.60930862091878,23.274431
134,105.45181134259259,255,0,98.8407421875,0.002495659722222222,59.55569114922607,23.277037
135,105.55889756944444,255,0,98.70426649305556,0.0028081597222222223,59.550258405452794,23.272469
136,105.40371238425926,255,0,98.90604166666667,0.0030512152777777777,58.88807384460823,23.265553
137,105.34024450231482,255,0,98.93515190972222,0.002634548611111111,58.86739458296653,23.26511
138,105.40576244212963,255,0,98.81453125,0.0028342013888888887,58.77147222949619,23.267542
139,105.3217332175926,255,0,98.89394097222223,0.0034505208333333332,58.7697751603114,23.26458
140,105.36888744212963,255,0,98.69463541666667,0.0032161458333333334,58.74269805680269,23.260065
141,105.41146990740741,255,0,98.39048611111112,0.0033289930555555555,59.33442683913371,23.262896
142,105.39063368055555,255,0,98.25854600694444,0.004157986111111111,59.24688103815733,23.258022
143,105.28261863425926,255,0,98.21690104166667,0.004657118055555556,59.18729369584387,23.257267
144,105.39460069444445,255,0,98.00154947916667,0.003932291666666666,59.20046471810425,23.260761
145,105.31491319444444,255,0,98.00610243055556,0.004296875,59.15968099949735,23.258928
146,105.57284577546297,255,0,97.68592447916667,0.004214409722222222,59.15975569616808,23.262169
147,105.64863859953704,255,0,97.68756076388888,0.0028125,59.267756255430676,23.26491
148,105.76861834490741,255,0,97.62474826388889,0.0020442708333333333,59.26916166821787,23.267765
149,105.76957754629629,255,0,97.64444010416666,0.0009244791666666667,59.28333635733755,23.273613
150,106.08870225694444,255,0,95.30721788194444,-0.0009852430555555556,59.211039746525,23.253864
151,106.18023726851852,255,0,95.27884548611111,0.0011675347222222222,59.136847271489536,23.2554
152,106.15565104166667,255,0,95.35502604166666,0.0032508680555555555,59.11456941960189,23.25147
153,106.25759982638888,255,0,95.328359375,0.004422743055555556,59.11596956027556,23.25103
154,106.27238425925925,255,0,95.41726996527778,0.006966145833333334,59.16856444725354,23.253677
155,106.36638744212964,255,0,95.41346788194444,0.004722222222222222,59.18419070016071,23.251734
156,106.38301793981482,255,0,95.4150564236111,0.0011458333333333333,59.1556265453604,23.252216
157,106.46540075231482,255,0,95.47721788194444,-0.0031901041666666666,59.231110869794286,23.24983
158,106.48458043981482,255,0,95.49781684027778,-0.003975694444444444,59.25862604862876,23.256796
159,106.62021701388889,255,0,95.45685763888889,-0.0015538194444444445,59.27092970087712,23.251877
160,106.60704861111111,255,0,95.53126302083334,0.001328125,59.30879531949067,23.255632
161,106.663515625,255,0,95.5217578125,0.0047395833333333335,59.315343313402906,23.249168
162,106.68125144675926,255,0,95.46801215277777,0.0049869791666666665,59.30110503907917,23.25455
163,106.71116753472222,255,0,95.53758246527778,0.0008637152777777778,59.28185865256822,23.254522
164,106.67538339120371,255,0,95.62621527777777,-0.00040798611111111114,59.29851022289995,23.258028
165,106.74578559027778,255,0,95.55500868055556,0.007556423611111111,59.27154179420208,23.258205
166,106.71133680555556,255,0,95.623125,0.018919270833333335,59.30276855342742,23.26336
167,106.79782118055556,255,0,95.55791232638889,0.02185329861111111,59.27147774432178,23.259266
168,106.82933883101852,255,0,95.58045138888889,0.016940104166666668,59.26201481678294,23.261753
169,106.89919126157407,255,0,95.67846788194444,0.0049565972222222225,59.2802655398254,23.258318
170,106.85609375,255,0,95.77158854166667,-0.002690972222222222,59.26589271563552,23.260477
171,106.97370804398147,255,0,95.73149739583333,-0.0071571180555555555,59.22033365011121,23.25664
172,106.96369936342593,255,0,95.87312065972222,-0.004869791666666666,59.27405291697043,23.260963
173,107.06517650462963,255,0,95.86653645833333,0.003181423611111111,59.25330977005923,23.25837
174,107.03743489583333,255,0,95.93575954861112,0.006944444444444444,59.28194659151559,23.265083
175,107.14793113425925,255,0,96.01904947916667,0.0029383680555555556,59.28202730382533,23.262398
176,107.16195457175925,255,0,96.04023871527778,0.0027604166666666667,59.23782661381755,23.26339
177,107.22913049768519,255,0,96.13473958333333,0.0033940972222222224,59.27556541004029,23.26046
178,107.2215697337963,255,0,96.18566840277778,0.0009114583333333333,59.22745512770581,23.269146
179,107.31385561342593,255,0,96.26523871527777,0.0024565972222222224,59.227796766029456,23.260275
180,107.29000144675926,255,0,96.36871961805555,0.0020789930555555557,59.22524730050115,23.267727
181,107.3397337962963,255,0,96.44251302083333,0.0007986111111111112,59.258303796909516,23.268456
182,107.32018663194444,255,0,96.41856770833333,0.002955729166666667,59.20603473199662,23.274178
183,107.42183883101852,255,0,96.44549913194444,0.006848958333333334,59.224294031323616,23.267578
184,107.41449363425926,255,0,96.47595052083334,0.011501736111111112,59.21793084776577,23.267525
185,107.49891203703703,255,0,96.51558159722222,0.008658854166666667,59.2657485131917,23.26775
186,107.46164496527778,255,0,96.52194444444444,0.006614583333333333,59.25272084486586,23.27102
187,107.53445746527778,255,0,96.54579427083333,0.006935763888888889,59.28953501819365,23.266611
188,107.52329282407408,255,0,96.5530685763889,0.0077734375,59.25314635730887,23.266285
189,107.48790219907407,255,0,96.70463107638889,0.0007638888888888889,59.29150475221135,23.267113
190,107.44954282407407,255,0,96.76418402777777,-0.006037326388888889,59.30823876385798,23.274895
191,107.51413917824074,255,0,96.79003472222222,-0.0022178819444444446,59.340176275797404,23.2695
192,107.43817418981482,255,0,96.86027777777778,0.0038498263888888887,59.35862708373206,23.272593
193,107.44955729166666,255,0,96.89995225694445,0.0038975694444444444,59.44174160733672,23.271942
194,107.36187934027778,255,0,96.94794270833333,0.0020746527777777777,59.450433704657385,23.278194
195,107.4471947337963,255,0,96.949375,0.0004253472222222222,59.49947471465142,23.27714
196,107.41742621527777,255,0,96.97837673611112,0.002204861111111111,59.47837344025781,23.281479
197,107.46956452546296,255,0,97.04276475694445,0.003572048611111111,59.531768840892994,23.281622
198,107.41008825231482,255,0,97.09525607638889,0.007417534722222222,59.526632289942775,23.287151
199,107.43943431712962,255,0,97.34603298611111,0.007517361111111111,58.833248984738724,23.27689
200,107.44030526620371,255,0,97.34108940972222,0.006636284722222222,58.787778412792875,23.278069
201,107.48108072916666,255,0,97.39645399305556,0.006666666666666667,58.834194963788555,23.276108
202,107.44363715277778,255,0,97.38388888888889,0.008359375,58.76780288423173,23.274887
203,107.46034288194444,255,0,97.4536328125,0.006080729166666667,58.81164354813376,23.27005
204,107.39101417824074,255,0,97.51862847222222,0.004388020833333333,58.77766772692786,23.273167
205,107.40345341435186,255,0,97.56009982638889,0.004435763888888889,58.82409270026396,23.27289
206,107.31494791666667,255,0,97.56746961805555,0.005564236111111111,58.75040290024793,23.27474
207,107.34986689814815,255,0,97.51250868055556,0.003715277777777778,58.724747597842445,23.274878
208,107.29508246527777,255,0,97.5334592013889,0.007764756944444445,58.72110927073365,23.274502
209,107.33542100694444,255,0,97.48610677083333,0.007400173611111111,58.70113166018118,23.270191
210,107.25572482638889,255,0,97.48654513888889,0.004079861111111111,58.63478200112123,23.271698
211,107.24493200231481,255,0,97.57418402777778,-0.0013194444444444445,58.66587263639805,23.27154
212,107.21245225694445,255,0,97.62248697916667,-0.0008376736111111111,58.63816907780922,23.271378
213,107.23927083333334,255,0,97.6047265625,0.0003862847222222222,58.62832630124626,23.267548
214,107.21907262731482,255,0,97.62408420138888,0.0018272569444444445,58.61773443028264,23.274698
215,107.3043431712963,255,0,97.55787760416666,0.0030902777777777777,58.66359025357864,23.272497
216,107.31151909722222,255,0,97.46398871527778,0.002105034722222222,58.59194586341819,23.272469
217,107.31098090277777,255,0,97.48279513888889,-0.00045138888888888887,58.69790237653318,23.273045
218,107.29344473379629,255,0,97.3809375,-0.0014930555555555556,58.60673977366845,23.27413
219,107.34619791666667,255,0,97.36115017361111,-0.0009375,58.67977739948214,23.27401
220,107.26077835648148,255,0,97.33144097222223,-0.0011414930555555555,58.66100321145799,23.27869
221,107.25028356481481,255,0,97.29519097222222,-0.0012543402777777778,58.67962864560334,23.275831
222,107.2077416087963,255,0,97.21759114583334,-0.0007942708333333334,58.674375034879986,23.281157
223,107.33999710648148,255,0,97.10492621527777,-0.000703125,58.7035524158719,23.279093
224,107.16165219907407,255,0,97.21706597222222,-0.0009114583333333333,58.70337593410726,23.274954
225,107.35921875,255,0,97.01219618055555,0.0001171875,59.095798838126875,23.28077
226,107.15461516203703,255,0,97.25079427083334,0.001193576388888889,59.143420586248105,23.28015
227,107.27769820601851,255,0,97.17364583333334,0.0009461805555555556,59.13039044166034,23.281448
228,107.29567997685186,255,0,97.15401909722222,0.0008940972222222222,59.22166377723748,23.283823
229,107.57267071759259,255,0,96.88140190972223,0.0019140625,59.331887361950486,23.295624
230,107.55816984953704,255,0,96.81587239583334,0.0025911458333333333,59.33494347785443,23.298084
231,107.67509837962963,255,0,96.71559027777778,0.0022960069444444443,59.342776210121635,23.2924
232,107.54850983796297,255,0,96.82803385416666,0.0019184027777777778,59.417701620629074,23.29295
233,107.64414207175926,255,0,96.69450086805556,0.0006076388888888889,59.421966657830964,23.29345
234,107.74018663194444,255,0,96.45724392361112,-0.002013888888888889,59.36404370984321,23.293894
235,107.93502604166666,255,0,96.2288671875,-0.002486979166666667,59.344593857641925,23.290983
236,108.03424479166667,255,0,96.17511284722222,-0.0033289930555555555,59.310663409016364,23.291426
237,108.23894386574074,255,0,95.96430555555555,-0.004223090277777778,59.27155169574396,23.289854
238,108.0083521412037,255,0,96.22287760416667,-0.0052430555555555555,59.28796443906051,23.292141
239,108.09976996527777,255,0,96.07408420138889,-0.0037803819444444443,59.217148770718374,23.2863
240,108.00673466435185,255,0,96.19491319444444,-0.0029253472222222224,59.23758547959666,23.285267
241,107.87146122685185,255,0,96.23106770833333,-0.0034765625,59.2646279959818,23.285475
242,107.75727430555555,255,0,96.29642795138889,-0.0038541666666666668,59.36321862256355,23.290304
243,107.8281322337963,255,0,95.97810329861112,-0.0028515625,59.268394694861364,23.28779
244,107.58585792824074,255,0,96.00878038194445,-0.0017274305555555556,59.31561361832285,23.29189
245,107.62465856481481,255,0,95.84428819444445,-0.0011501736111111111,59.35608035311628,23.295506
246,107.38167100694444,255,0,96.002734375,-0.0008767361111111111,59.46648823537558,23.297739
247,107.36758101851852,255,0,95.88735677083334,-0.0008897569444444444,59.42334171382706,23.296383
248,107.4000318287037,255,0,95.78077690972222,-0.0009982638888888888,59.42330078279176,23.294863
249,107.42159722222222,255,0,95.66324652777777,-0.0018793402777777777,59.40883901995698,23.294691
250,107.3591869212963,255,0,95.74639322916667,-0.002595486111111111,59.4111575390889,23.2976
251,107.49555844907407,255,0,95.4509375,-0.003806423611111111,59.312022640334064,23.294292
252,107.25324508101852,255,0,95.70204861111111,-0.004453125,59.39006847089801,23.29628
253,107.1964453125,255,0,95.74781684027778,-0.005138888888888889,59.35171121568852,23.293877
254,107.1139236111111,255,0,95.86044270833334,-0.005325520833333333,59.40164540105138,23.294289
255,107.20879774305556,255,0,95.73959635416666,-0.005946180555555555,58.805533365649154,23.28513
256,107.18103153935185,255,0,95.72401909722223,-0.006783854166666666,58.80037499509751,23.28431
257,107.34623408564815,255,0,95.63055121527778,-0.006432291666666667,58.854483994350375,23.287254
258,107.16763744212963,255,0,95.80515190972223,-0.006922743055555555,58.88379817957495,23.285112
259,107.29428530092592,255,0,95.6551779513889,-0.0059331597222222225,58.83655137804803,23.282612
260,107.28803096064814,255,0,95.66716145833334,-0.004613715277777777,58.86475646907096,23.283918
261,107.40844762731481,255,0,95.58103298611111,-0.004661458333333333,58.90983562747516,23.28753
262,107.16570601851852,255,0,95.82737413194444,-0.0046484375,58.95846059269591,23.28685
263,107.28973668981482,255,0,95.6533029513889,-0.0029210069444444444,58.89181098767364,23.28455
264,107.35160011574074,255,0,95.5628689236111,-0.0012934027777777779,58.91605221237348,23.283699
265,107.33298900462962,255,0,95.58081597222223,-0.0020876736111111113,58.89472532431378,23.280931
266,107.25210503472222,255,0,95.77657552083333,-0.0028472222222222223,59.00449821713572,23.28258
267,107.26302517361111,255,0,95.72684461805555,-0.0036458333333333334,58.92483316106558,23.278616
268,107.30167679398149,255,0,95.6844748263889,-0.004270833333333333,58.945037873685806,23.278978
269,107.35615017361111,255,0,95.55266493055555,-0.005277777777777778,58.87808559638749,23.277882
270,107.08633680555556,255,0,95.90089409722222,-0.006050347222222223,58.96160779287323,23.27984
271,107.2830005787037,255,0,95.32869791666667,-0.004895833333333334,59.64539756253887,23.283676
272,107.21383680555556,255,0,95.43700520833333,-0.005299479166666667,59.67589957412365,23.286047
273,107.34064814814815,255,0,95.34365017361111,-0.005759548611111111,59.69267470325592,23.29042
274,107.14489293981481,255,0,95.51598090277778,-0.0074522569444444445,59.70779283751632,23.291218
275,107.33639756944444,255,0,95.31749131944444,-0.007760416666666666,59.63004993970265,23.294321
276,107.31216001157408,255,0,95.35118923611111,-0.007834201388888889,59.588341937709636,23.296738
277,107.42741753472222,255,0,95.30733506944445,-0.008190104166666667,59.56398544374715,23.299513
278,107.3914207175926,255,0,95.50140625,-0.00853732638888889,59.65726935399865,23.302397
279,107.42344618055556,255,0,95.38251302083333,-0.0081640625,59.54427039847018,23.300617
280,107.50066116898148,255,0,95.34409722222222,-0.007877604166666666,59.51150119184196,23.301407
281,107.49397858796296,255,0,95.36713107638889,-0.007573784722222222,59.515204953823265,23.30193
282,107.68938802083333,255,0,95.16127604166667,-0.0076692708333333335,59.45710531869182,23.304138
283,107.60406394675925,255,0,95.26031684027778,-0.00798611111111111,59.50451326309584,23.304129
284,107.5396802662037,255,0,95.3977170138889,-0.009045138888888889,59.57660755122531,23.30585
285,107.77068431712964,255,0,95.09274305555556,-0.008446180555555556,59.532092247107485,23.305813
286,107.72691695601851,255,0,95.13244791666666,-0.00796875,59.54235090637496,23.307669
287,107.71660734953704,255,0,95.14921440972222,-0.006848958333333334,59.5880268499174,23.3074
288,107.80630497685185,255,0,94.98026909722222,-0.005186631944444444,59.565623310522774,23.30888
289,107.57109664351852,255,0,95.21328993055556,-0.0031727430555555554,59.624695824742176,23.307705
290,107.79385127314815,255,0,94.9272265625,-0.0021223958333333333,59.59050622719417,23.30795
291,107.61237991898147,255,0,95.0559201388889,-0.0013194444444444445,59.545542791551306,23.306007
292,107.65357783564815,255,0,94.98183159722223,-0.0006770833333333334,59.571757373936556,23.308178
293,107.8444140625,255,0,94.73267361111111,-0.000546875,59.55426509090411,23.310368
294,107.79790219907407,255,0,94.71830295138889,-0.001857638888888889,59.63656269871393,23.313065
295,107.87477430555556,255,0,94.4225173611111,-0.0020095486111111113,59.509949834266905,23.312298
296,107.95033130787037,255,0,94.2165625,-0.0015234375,59.55075861715372,23.311298
297,107.96879918981482,255,0,94.19077256944445,0.0003689236111111111,59.654642862183394,23.316563
298,108.11039207175926,255,0,93.97350260416667,-0.002751736111111111,59.70057906444753,23.318258
299,108.06550347222222,255,0,93.99242621527777,6.944444444444444e-05,59.87340335384379,23.325136
300,107.97305121527778,255,0,93.05785590277777,-0.002864583333333333,59.065170448273584,23.266088
301,89.41541666666667,255,0,110.5514453125,0.0038975694444444444,52.502076356130786,22.711687
302,89.48255787037037,255,0,110.55788628472222,-0.0005902777777777778,52.614199147269325,22.713621
303,89.716953125,255,0,110.31337239583333,0.0025434027777777777,52.452756017865546,22.711739
304,89.6455078125,255,0,110.9694357638889,0.006831597222222222,52.677272108574826,22.726978
305,89.63499276620371,255,0,110.83261284722222,0.010633680555555556,52.472181320767575,22.712086
306,89.37245949074074,255,0,111.20069444444445,0.013537326388888889,52.56968987062922,22.708199
307,89.43126157407407,255,0,111.14536458333333,0.009674479166666666,52.367555349476184,22.696495
308,89.22511863425926,255,0,111.47161458333333,0.013754340277777779,52.49309821402192,22.703484
309,89.2691970486111,255,0,111.1178515625,0.006384548611111111,52.27448103211212,22.692234
310,89.20563657407408,255,0,111.29382378472222,0.0074826388888888885,52.42145312035858,22.699707
311,89.48457609953704,255,0,110.77075954861111,0.008038194444444445,52.48195508993726,22.707764
312,89.52028501157407,255,0,110.62027777777777,0.005286458333333333,52.8155334988946,22.721586
